task,sample_id,annotation_video_id,resolved_video_path,mapping_status,ground_truth,skip_reason,evaluated
tsh,tsh:238,LSvjzZHbetU_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LSvjzZHbetU_clip_3_5.mp4,resolved,BA,,True
tsh,tsh:239,HxJnPUqF9i8_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/HxJnPUqF9i8_clip_5_6.mp4,resolved,BA,,True
tsh,tsh:240,x3z3dVUxmJ0_clip_3_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/x3z3dVUxmJ0_clip_3_7.mp4,resolved,AB,,True
tsh,tsh:241,D-XCWhvStd4_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/D-XCWhvStd4_clip_4_6.mp4,resolved,BA,,True
tsh,tsh:242,D-XCWhvStd4_clip_2_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/D-XCWhvStd4_clip_2_7.mp4,resolved,AB,,True
tsh,tsh:243,zu960Glpzo4_clip_2_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/zu960Glpzo4_clip_2_6.mp4,resolved,BA,,True
tsh,tsh:244,KGIDKn3t2Qk_clip_1_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/KGIDKn3t2Qk_clip_1_8.mp4,resolved,AB,,True
tsh,tsh:245,kWPvAxLzGw8_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/kWPvAxLzGw8_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:246,7c5vvEn3uLk_clip_1_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/7c5vvEn3uLk_clip_1_6.mp4,resolved,BA,,True
tsh,tsh:247,7PgQgF5KLTs_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/7PgQgF5KLTs_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:248,G16xScfD5WM_clip_4_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/G16xScfD5WM_clip_4_7.mp4,resolved,BA,,True
tsh,tsh:249,WoB4lSNBDww_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/WoB4lSNBDww_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:250,JLipYEVwKTg_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/JLipYEVwKTg_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:251,qemvXlRMQgM_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/qemvXlRMQgM_clip_3_5.mp4,resolved,BA,,True
tsh,tsh:252,2VYZeOa6804_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/2VYZeOa6804_clip_4_6.mp4,resolved,AB,,True
tsh,tsh:253,qdg_pmS934Q_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/qdg_pmS934Q_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:254,VswrGW9b3ck_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/VswrGW9b3ck_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:255,sz1772O9AUM_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/sz1772O9AUM_clip_1_4.mp4,resolved,AB,,True
tsh,tsh:256,w9M6GUCtoQQ_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/w9M6GUCtoQQ_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:257,eGl_I8h832w_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/eGl_I8h832w_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:258,oYhVH1vIXFM_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/oYhVH1vIXFM_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:259,oYhVH1vIXFM_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/oYhVH1vIXFM_clip_3_5.mp4,resolved,BA,,True
tsh,tsh:260,EWt03pUigc0_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/EWt03pUigc0_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:261,EWt03pUigc0_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/EWt03pUigc0_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:262,LmWcpkqUurg_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LmWcpkqUurg_clip_1_4.mp4,resolved,BA,,True
tsh,tsh:263,LmWcpkqUurg_clip_4_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LmWcpkqUurg_clip_4_7.mp4,resolved,AB,,True
tsh,tsh:264,ZcsshMf0NTI_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ZcsshMf0NTI_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:265,a7QrIgqkyao_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/a7QrIgqkyao_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:266,OKTxSQMS560_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/OKTxSQMS560_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:267,lx5Yfoj7Gk8_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/lx5Yfoj7Gk8_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:268,x2xC5lm0cZw_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/x2xC5lm0cZw_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:269,W3a7BIqWov4_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/W3a7BIqWov4_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:270,outMi06JZss_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/outMi06JZss_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:271,fr_02xrchH0_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/fr_02xrchH0_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:272,baSx0q9LKg0_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/baSx0q9LKg0_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:273,0AjYz-s4Rek_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/0AjYz-s4Rek_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:274,MM5mreexkI8_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/MM5mreexkI8_clip_3_5.mp4,resolved,AB,,True
tsh,tsh:275,EHVkkRI7mBQ_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/EHVkkRI7mBQ_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:276,Irmh66trRY4_clip_3_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Irmh66trRY4_clip_3_7.mp4,resolved,BA,,True
tsh,tsh:277,Irmh66trRY4_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Irmh66trRY4_clip_4_6.mp4,resolved,BA,,True
tsh,tsh:278,Irmh66trRY4_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Irmh66trRY4_clip_5_6.mp4,resolved,AB,,True
tsh,tsh:279,Ne8UzAInivM_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Ne8UzAInivM_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:280,Ne8UzAInivM_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Ne8UzAInivM_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:281,zZysbuDEtWY_clip_7_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/zZysbuDEtWY_clip_7_8.mp4,resolved,AB,,True
tsh,tsh:282,9i7ABIB99Ow_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/9i7ABIB99Ow_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:283,ZsqjU0X3mxY_clip_3_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ZsqjU0X3mxY_clip_3_6.mp4,resolved,BA,,True
tsh,tsh:284,nEcOF04KK0g_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/nEcOF04KK0g_clip_1_4.mp4,resolved,AB,,True
tsh,tsh:285,uLeJBFypCHE_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/uLeJBFypCHE_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:286,vu65aIIJHtU_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/vu65aIIJHtU_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:287,dB4SW9-y13U_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/dB4SW9-y13U_clip_5_6.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/dB4SW9-y13U_clip_5_6.mp4,ambiguous,BA,video_ambiguous,True
tsh,tsh:288,Bm6HrokioXU_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Bm6HrokioXU_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:289,Bm6HrokioXU_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Bm6HrokioXU_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:290,O-6zE9_S2KM_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/O-6zE9_S2KM_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:291,BgndHaHcHE0_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/BgndHaHcHE0_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:292,fYuJdh9gqr0_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/fYuJdh9gqr0_clip_3_5.mp4,resolved,BA,,True
tsh,tsh:293,jIsGq431gBs_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/jIsGq431gBs_clip_4_6.mp4,resolved,AB,,True
tsh,tsh:294,jIsGq431gBs_clip_2_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/jIsGq431gBs_clip_2_6.mp4,resolved,BA,,True
tsh,tsh:295,bNR0MmJ9d8I_clip_2_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/bNR0MmJ9d8I_clip_2_7.mp4,resolved,AB,,True
tsh,tsh:296,hlwSgE7Epwo_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/hlwSgE7Epwo_clip_1_4.mp4,resolved,BA,,True
tsh,tsh:297,V3ZDyR7mVpc_clip_10_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/V3ZDyR7mVpc_clip_10_6.mp4,resolved,AB,,True
tsh,tsh:298,qpeovDXc1cg_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/qpeovDXc1cg_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:299,rulzKikXMHo_clip_6_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/rulzKikXMHo_clip_6_7.mp4,resolved,AB,,True
tsh,tsh:300,IHpBwsyMT9Q_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/IHpBwsyMT9Q_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:301,MYzG-TsW8w8_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/MYzG-TsW8w8_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:302,6koP53YFNjg_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/6koP53YFNjg_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:303,0Yb2EQlAEYM_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/0Yb2EQlAEYM_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:304,T8P52q1gCNA_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/T8P52q1gCNA_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:305,UAFIstY4a8Q_clip_3_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UAFIstY4a8Q_clip_3_7.mp4,resolved,BA,,True
tsh,tsh:306,UAFIstY4a8Q_clip_3_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UAFIstY4a8Q_clip_3_6.mp4,resolved,AB,,True
tsh,tsh:307,WesunejhXFI_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/WesunejhXFI_clip_4_5.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/WesunejhXFI_clip_4_5.mp4,ambiguous,BA,video_ambiguous,True
tsh,tsh:308,TDWbRqIEcts_clip_4_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/TDWbRqIEcts_clip_4_9.mp4,resolved,AB,,True
tsh,tsh:309,ghFOHoBiyD8_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ghFOHoBiyD8_clip_1_4.mp4,resolved,AB,,True
tsh,tsh:310,j4EFi_NoEbQ_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/j4EFi_NoEbQ_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:311,cGNkR-JvaJs_clip_14_18,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/cGNkR-JvaJs_clip_14_18.mp4,resolved,BA,,True
tsh,tsh:312,NzL_uQyQjIw_clip_1_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/NzL_uQyQjIw_clip_1_6.mp4,resolved,AB,,True
tsh,tsh:313,NzL_uQyQjIw_clip_1_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/NzL_uQyQjIw_clip_1_5.mp4,resolved,AB,,True
tsh,tsh:314,UVHIuuQ0-nA_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UVHIuuQ0-nA_clip_2_3.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/UVHIuuQ0-nA_clip_2_3.mp4,ambiguous,BA,video_ambiguous,True
tsh,tsh:315,2WKy0FvMtCM_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/2WKy0FvMtCM_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:316,2WKy0FvMtCM_clip_2_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/2WKy0FvMtCM_clip_2_8.mp4,resolved,AB,,True
tsh,tsh:317,MFfJ4V9Dqvg_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/MFfJ4V9Dqvg_clip_2_5.mp4,resolved,BA,,True
tsh,tsh:318,liuwUS5H1qY_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/liuwUS5H1qY_clip_1_2.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/liuwUS5H1qY_clip_1_2.mp4,ambiguous,AB,video_ambiguous,True
tsh,tsh:319,EwYgRPVDQWQ_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/EwYgRPVDQWQ_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:320,tJbScqVWPsU_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/tJbScqVWPsU_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:321,wBwBm7Ju9a8_clip_2_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/wBwBm7Ju9a8_clip_2_7.mp4,resolved,AB,,True
tsh,tsh:322,wBwBm7Ju9a8_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/wBwBm7Ju9a8_clip_3_5.mp4,resolved,BA,,True
tsh,tsh:323,fzp5ooc727c_clip_4_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/fzp5ooc727c_clip_4_8.mp4,resolved,AB,,True
tsh,tsh:324,EkwX8Swnut8_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/EkwX8Swnut8_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:325,539ByIcbUPs_clip_12_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/539ByIcbUPs_clip_12_5.mp4,resolved,AB,,True
tsh,tsh:326,539ByIcbUPs_clip_12_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/539ByIcbUPs_clip_12_9.mp4,resolved,AB,,True
tsh,tsh:327,-fMxoShIXiM_clip_6_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/-fMxoShIXiM_clip_6_7.mp4,resolved,AB,,True
tsh,tsh:328,-fMxoShIXiM_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/-fMxoShIXiM_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:329,mpyN1mrMl3U_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mpyN1mrMl3U_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:330,mpyN1mrMl3U_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mpyN1mrMl3U_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:331,81w6SClSFMU_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/81w6SClSFMU_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:332,81w6SClSFMU_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/81w6SClSFMU_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:333,98MoyGZKHXc_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/98MoyGZKHXc_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:334,AFc6KPGfVs8_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/AFc6KPGfVs8_clip_5_6.mp4,resolved,BA,,True
tsh,tsh:335,xaicDAewb6o_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/xaicDAewb6o_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:336,tyjUDi3uLd0_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/tyjUDi3uLd0_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:337,FGAlwzRvAHg_clip_11_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/FGAlwzRvAHg_clip_11_9.mp4,resolved,BA,,True
tsh,tsh:338,dL9mlqbG5CU_clip_1_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/dL9mlqbG5CU_clip_1_5.mp4,resolved,BA,,True
tsh,tsh:339,ngE2y5ExVqw_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ngE2y5ExVqw_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:340,ngE2y5ExVqw_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ngE2y5ExVqw_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:341,udpVICVTQrQ_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/udpVICVTQrQ_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:342,Gs3OGfQbPjc_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Gs3OGfQbPjc_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:343,dTZZq23pYFY_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/dTZZq23pYFY_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:344,NnMMEFglHBQ_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/NnMMEFglHBQ_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:345,COx5Bf0PsQs_clip_4_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/COx5Bf0PsQs_clip_4_7.mp4,resolved,BA,,True
tsh,tsh:346,COx5Bf0PsQs_clip_6_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/COx5Bf0PsQs_clip_6_7.mp4,resolved,AB,,True
tsh,tsh:347,COx5Bf0PsQs_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/COx5Bf0PsQs_clip_2_5.mp4,resolved,AB,,True
tsh,tsh:348,COx5Bf0PsQs_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/COx5Bf0PsQs_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:349,-fjUWhSM6Hc_clip_17_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/-fjUWhSM6Hc_clip_17_2.mp4,resolved,AB,,True
tsh,tsh:350,1P8x2Cy-MUM_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/1P8x2Cy-MUM_clip_5_6.mp4,resolved,AB,,True
tsh,tsh:351,QYU2srH753Q_clip_2_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/QYU2srH753Q_clip_2_8.mp4,resolved,AB,,True
tsh,tsh:352,ZvVnXvKlKbQ_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ZvVnXvKlKbQ_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:353,vOJkQwF2eno_clip_6_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/vOJkQwF2eno_clip_6_7.mp4,resolved,BA,,True
tsh,tsh:354,WWwcQ6kiKtA_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/WWwcQ6kiKtA_clip_5_6.mp4,resolved,AB,,True
tsh,tsh:355,cFcLgFsiZUE_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/cFcLgFsiZUE_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:356,zFKhct4g8as_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/zFKhct4g8as_clip_1_2.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/zFKhct4g8as_clip_1_2.mp4,ambiguous,AB,video_ambiguous,True
